Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Predicted_Score
4,70,Yes,7,0,53.0,62.0
5,76,No,8,8,62.0,58.599999999999994
7,54,No,5,9,44.0,53.900000000000006
3,54,No,8,3,36.0,42.9
5,91,Yes,8,1,76.0,78.1
3,82,No,4,8,60.0,52.19999999999999
5,44,No,6,5,28.0,43.9
3,67,No,7,9,48.0,41.699999999999996
7,72,No,7,2,62.0,75.19999999999999
1,50,Yes,4,1,19.0,33.5
9,82,No,9,5,80.0,86.69999999999999
9,45,No,7,9,46.0,58.5
5,62,No,4,5,47.0,54.699999999999996
9,79,Yes,7,8,79.0,80.4
6,41,Yes,7,4,27.0,48.599999999999994
5,54,Yes,8,8,43.0,45.4
3,62,No,4,4,43.0,46.199999999999996
8,61,No,9,1,56.0,75.1
4,48,No,7,0,27.0,48.8
3,86,Yes,9,8,70.0,54.599999999999994
6,79,No,6,9,70.0,63.900000000000006
8,69,No,4,6,61.0,72.4
9,55,Yes,4,2,53.0,75.0
6,98,No,4,5,87.0,81.3
5,85,No,8,9,68.0,62.5
2,86,Yes,4,3,61.0,57.1
2,91,Yes,8,8,70.0,52.599999999999994
9,69,Yes,6,1,65.0,84.9
2,84,Yes,5,3,61.0,55.9
2,48,Yes,8,0,27.0,38.8
3,40,No,7,6,22.0,30.0
3,98,Yes,4,3,81.0,69.3
4,77,No,5,4,60.0,60.19999999999999
7,47,No,8,0,41.0,63.2
9,98,Yes,9,1,98.0,102.3
2,98,Yes,9,3,79.0,64.3
4,91,No,7,1,77.0,73.1
9,57,No,5,0,51.0,79.19999999999999
2,66,No,6,9,43.0,36.1
1,57,Yes,8,0,27.0,39.199999999999996
8,71,No,9,5,69.0,75.1
9,97,Yes,9,1,98.0,101.69999999999999
7,88,No,8,2,80.0,84.8
8,71,No,9,4,68.0,76.6
4,92,No,6,2,76.0,72.19999999999999
4,87,Yes,9,5,72.0,64.69999999999999
2,84,Yes,8,6,64.0,51.4
8,93,No,4,9,87.0,82.3
2,75,No,9,5,53.0,47.5
9,75,No,8,1,71.0,88.5
4,60,Yes,4,8,40.0,44.0
1,85,Yes,9,1,58.0,54.5
4,71,Yes,9,5,55.0,55.1
3,70,Yes,8,8,50.0,45.0
6,76,Yes,7,8,64.0,63.599999999999994
7,55,No,7,1,44.0,66.5
8,85,No,5,8,79.0,79.0
2,85,No,7,7,65.0,50.5
6,53,Yes,6,6,37.0,52.8
6,96,No,5,7,85.0,77.1
5,63,Yes,7,9,48.0,49.3
7,64,Yes,4,7,55.0,62.900000000000006
3,85,No,8,0,64.0,66.0
4,90,No,7,8,74.0,62.0
9,74,Yes,4,5,67.0,81.9
4,56,Yes,5,0,38.0,53.6
3,85,No,8,0,65.0,66.0
2,81,Yes,7,6,60.0,49.6
5,84,Yes,5,9,72.0,61.900000000000006
4,93,Yes,7,1,73.0,74.3
8,43,No,5,5,34.0,58.3
7,50,Yes,7,4,45.0,59.0
6,86,Yes,4,4,75.0,75.6
2,54,Yes,6,9,28.0,28.9
3,69,Yes,4,5,48.0,48.9
9,63,Yes,8,7,64.0,72.3
9,41,Yes,7,4,42.0,63.599999999999994
5,82,Yes,6,7,72.0,63.69999999999999
3,73,No,6,4,52.0,52.8
2,62,No,8,9,40.0,33.699999999999996
8,70,No,8,5,61.0,74.5
6,76,Yes,6,7,66.0,65.1
7,52,No,8,1,43.0,64.7
1,72,No,8,6,49.0,39.199999999999996
1,46,Yes,7,2,16.0,29.599999999999994
2,71,No,4,8,46.0,40.6
3,46,Yes,9,9,28.0,29.099999999999994
1,81,Yes,5,6,57.0,44.6
5,77,Yes,6,2,62.0,68.19999999999999
3,91,No,5,7,76.0,59.099999999999994
1,83,Yes,6,9,56.0,41.3
8,52,No,6,1,44.0,69.7
6,63,Yes,4,9,49.0,54.3
9,67,Yes,6,7,64.0,74.69999999999999
3,71,No,6,6,52.0,48.6
9,82,Yes,4,4,79.0,88.19999999999999
9,57,No,8,3,52.0,74.69999999999999
1,73,Yes,9,9,52.0,35.3
3,87,Yes,5,9,71.0,53.69999999999999
6,73,Yes,6,0,59.0,73.8
8,90,Yes,4,3,90.0,89.5
4,77,Yes,6,5,58.0,58.69999999999999
5,40,Yes,4,5,25.0,41.5
9,82,Yes,5,1,78.0,92.69999999999999
6,89,Yes,7,8,77.0,71.4
7,81,No,8,0,73.0,83.6
7,70,No,7,3,61.0,72.5
4,89,No,4,3,71.0,68.9
4,99,Yes,6,1,82.0,77.9
4,40,No,8,7,25.0,33.5
5,90,No,5,1,76.0,77.5
5,55,Yes,9,1,39.0,56.5
8,97,No,8,1,91.0,96.69999999999999
9,78,Yes,6,0,73.0,91.8
2,54,No,7,4,34.0,36.4
7,72,No,4,3,64.0,73.69999999999999
1,62,No,7,1,36.0,40.699999999999996
1,92,No,8,0,67.0,60.199999999999996
4,80,No,9,0,63.0,68.0
7,73,Yes,6,1,64.0,77.3
2,56,No,4,0,29.0,43.6
2,64,Yes,6,8,41.0,36.4
1,95,No,6,1,70.0,60.5
2,81,Yes,9,2,57.0,55.6
7,45,No,8,8,36.0,50.0
9,70,No,7,4,67.0,81.0
6,44,No,6,7,29.0,45.9
2,79,No,6,6,58.0,48.4
9,79,No,6,5,77.0,84.9
7,69,Yes,4,1,60.0,74.9
1,44,No,6,3,16.0,26.9
9,51,No,6,8,50.0,63.599999999999994
2,46,Yes,8,6,25.0,28.599999999999994
4,84,No,6,2,68.0,67.4
9,52,No,9,5,52.0,68.7
4,88,No,9,7,72.0,62.3
3,43,No,6,7,21.0,30.299999999999997
1,89,No,9,7,63.0,47.9
7,81,Yes,8,7,74.0,73.1
6,42,No,4,9,24.0,41.7
4,51,Yes,9,5,33.0,43.099999999999994
6,40,No,9,9,29.0,40.5
6,66,No,7,2,53.0,66.6
4,82,Yes,8,8,68.0,57.19999999999999
6,89,No,9,2,75.0,80.4
8,52,No,4,3,41.0,66.7
3,56,Yes,7,9,34.0,35.1
4,47,No,6,0,29.0,48.2
1,71,No,8,1,44.0,46.1
4,59,Yes,9,5,42.0,47.9
9,90,Yes,6,0,90.0,99.0
8,56,No,8,8,52.0,61.599999999999994
4,73,No,7,7,55.0,53.3
7,74,No,9,1,63.0,77.9
3,74,Yes,4,1,56.0,57.9
9,77,Yes,8,7,76.0,80.69999999999999
4,81,No,4,7,62.0,58.099999999999994
2,63,No,6,0,39.0,47.8
5,93,No,6,4,78.0,74.8
2,57,Yes,7,1,35.0,42.699999999999996
6,89,Yes,7,0,74.0,83.4
1,85,Yes,5,2,58.0,53.0
6,87,No,5,2,72.0,79.19999999999999
4,78,No,7,9,62.0,53.3
3,72,No,9,8,52.0,46.199999999999996
2,88,Yes,6,9,65.0,49.3
7,62,No,4,0,50.0,72.19999999999999
9,64,Yes,7,1,61.0,81.9
3,76,No,9,8,57.0,48.6
6,66,Yes,4,4,51.0,63.599999999999994
9,40,No,5,8,37.0,57.0
2,60,No,4,5,40.0,38.5
7,98,Yes,7,9,91.0,80.3
5,88,No,6,9,77.0,64.3
5,49,Yes,7,2,31.0,51.4
7,70,No,8,7,61.0,66.5
9,83,No,9,8,85.0,82.8
4,64,No,9,1,47.0,56.9
9,59,Yes,9,8,57.0,68.4
9,96,No,8,3,95.0,98.1
4,41,Yes,8,7,23.0,34.099999999999994
3,94,No,6,4,74.0,65.4
2,87,No,9,5,67.0,54.699999999999996
9,54,Yes,7,3,52.0,72.9
2,67,No,8,4,50.0,44.199999999999996
6,52,No,7,0,38.0,61.2
5,89,Yes,5,2,76.0,75.4
5,99,Yes,9,3,88.0,79.9
4,91,No,8,0,73.0,74.6
6,93,Yes,8,2,81.0,82.8
5,53,Yes,6,3,41.0,52.3
4,89,No,7,8,72.0,61.400000000000006
9,41,Yes,6,2,39.0,66.6
6,73,Yes,6,2,62.0,70.8
3,74,No,7,3,54.0,54.9
6,76,Yes,5,8,68.0,63.599999999999994
1,64,Yes,7,8,40.0,31.4
5,87,No,5,0,72.0,77.19999999999999
6,93,No,6,7,83.0,75.3
8,54,Yes,5,9,49.0,58.900000000000006
9,51,No,9,0,47.0,75.6
3,48,Yes,5,1,27.0,42.3
2,97,Yes,5,9,76.0,54.69999999999999
4,70,Yes,8,4,55.0,56.0
8,53,Yes,8,5,49.0,64.3
8,68,No,6,1,69.0,79.3
3,92,No,7,9,72.0,56.69999999999999
4,87,Yes,5,4,66.0,66.19999999999999
3,82,No,9,2,62.0,61.19999999999999
2,77,Yes,8,6,55.0,47.199999999999996
4,81,Yes,7,0,65.0,68.6
6,99,No,9,4,88.0,83.4
5,47,No,5,2,32.0,50.2
3,87,Yes,7,1,66.0,65.69999999999999
2,42,No,9,2,20.0,32.2
9,41,Yes,4,9,35.0,56.099999999999994
1,55,No,9,3,30.0,33.5
9,58,No,9,1,54.0,78.3
1,69,Yes,5,1,42.0,44.9
7,80,No,7,2,67.0,80.0
6,55,No,5,1,43.0,61.5
7,70,Yes,5,5,60.0,69.5
3,93,Yes,4,1,72.0,69.3
3,97,Yes,9,0,79.0,73.19999999999999
1,67,Yes,7,7,41.0,34.699999999999996
4,43,Yes,6,9,25.0,32.3
2,49,Yes,8,3,23.0,34.9
8,90,No,5,1,82.0,92.5
3,84,Yes,5,3,67.0,60.900000000000006
7,57,Yes,5,1,48.0,67.69999999999999
7,86,Yes,5,4,74.0,80.6
9,71,No,8,6,70.0,78.6
6,69,Yes,6,5,60.0,63.900000000000006
1,75,Yes,4,1,46.0,48.5
8,48,No,6,3,41.0,64.3
1,75,No,8,7,50.0,39.5
3,68,Yes,7,6,49.0,46.8
5,55,No,4,6,40.0,49.0
8,67,No,4,3,61.0,75.69999999999999
9,60,Yes,7,0,56.0,81.0
7,86,Yes,9,6,82.0,77.6
9,95,Yes,5,5,88.0,94.5
3,41,No,8,7,19.0,29.099999999999994
5,99,Yes,7,4,89.0,78.4
8,98,No,6,7,92.0,88.3
1,85,Yes,6,9,62.0,42.5
8,74,No,9,7,70.0,73.9
7,93,Yes,7,8,88.0,78.8
1,67,No,8,0,42.0,45.199999999999996
6,94,Yes,9,2,89.0,83.4
1,75,Yes,9,5,51.0,42.5
2,70,Yes,9,3,48.0,47.5
5,72,No,4,7,59.0,57.69999999999999
2,62,No,4,9,40.0,33.699999999999996
1,99,Yes,5,0,71.0,64.4
6,80,No,8,4,71.0,72.0
8,56,Yes,6,3,50.0,69.1
8,85,No,6,0,78.0,91.0
8,88,Yes,5,9,84.0,79.3
6,40,No,6,5,29.0,46.5
3,81,No,9,9,63.0,50.1
1,62,No,5,2,34.0,39.199999999999996
2,87,No,5,4,68.0,56.199999999999996
5,66,No,7,5,52.0,57.099999999999994
5,64,Yes,4,3,51.0,58.9
1,71,No,8,9,46.0,34.1
1,58,No,8,9,32.0,26.299999999999997
9,63,No,4,5,61.0,75.3
2,96,No,9,6,74.0,58.599999999999994
7,42,Yes,8,1,29.0,58.7
4,99,No,6,6,82.0,70.4
7,51,No,6,6,43.0,56.599999999999994
8,74,Yes,8,1,67.0,82.9
5,54,Yes,7,2,38.0,54.4
1,56,No,8,2,30.0,35.6
4,89,Yes,5,0,69.0,73.4
3,71,No,9,0,52.0,57.6
5,46,No,5,9,33.0,39.099999999999994
6,58,Yes,4,5,48.0,57.3
2,46,No,9,8,23.0,25.599999999999994
7,44,Yes,9,8,41.0,49.4
3,97,Yes,6,0,78.0,73.19999999999999
1,79,No,9,6,53.0,43.4
3,60,No,7,5,39.0,43.5
9,87,Yes,8,3,84.0,92.69999999999999
6,87,No,5,2,70.0,79.19999999999999
6,90,Yes,6,8,83.0,72.0
4,96,Yes,6,9,81.0,64.1
8,86,Yes,7,4,82.0,85.6
5,46,Yes,7,7,33.0,42.099999999999994
7,76,No,7,3,64.0,76.1
9,62,No,7,3,59.0,77.69999999999999
5,50,No,5,5,36.0,47.5
5,49,No,7,5,36.0,46.9
4,96,No,6,2,81.0,74.6
6,60,No,6,1,47.0,64.5
2,94,Yes,9,8,69.0,54.400000000000006
3,98,No,8,1,80.0,72.3
1,80,Yes,6,8,55.0,41.0
2,72,Yes,6,7,54.0,42.699999999999996
2,59,Yes,5,9,40.0,31.9
8,72,No,9,6,70.0,74.19999999999999
8,79,Yes,6,4,71.0,81.4
2,74,No,4,2,47.0,51.4
6,73,Yes,6,1,62.0,72.3
5,75,No,8,7,59.0,59.5
3,66,No,8,1,48.0,53.1
5,58,No,9,7,47.0,49.3
5,82,No,9,4,72.0,68.19999999999999
5,44,No,7,8,32.0,39.4
3,68,Yes,5,3,47.0,51.3
3,95,No,8,7,76.0,61.5
4,49,No,4,6,29.0,40.4
7,95,Yes,4,7,87.0,81.5
2,98,No,7,4,71.0,62.8
4,94,No,5,1,75.0,74.9
4,79,No,5,6,63.0,58.400000000000006
1,52,No,9,2,28.0,33.2
8,68,No,6,9,64.0,67.3
1,44,Yes,4,9,16.0,17.9
8,97,No,4,9,89.0,84.69999999999999
7,97,Yes,4,9,90.0,79.69999999999999
9,98,No,4,1,91.0,102.3
8,51,Yes,8,2,43.0,67.6
5,98,Yes,5,3,84.0,79.3
8,52,Yes,6,9,47.0,57.7
3,61,No,8,6,47.0,42.6
7,79,No,5,9,71.0,68.9
4,54,Yes,7,0,37.0,52.4
5,52,No,4,5,35.0,48.7
9,40,No,6,5,38.0,61.5
7,93,Yes,5,7,85.0,80.3
4,77,No,7,1,58.0,64.69999999999999
6,82,Yes,4,1,69.0,77.69999999999999
7,84,No,7,0,74.0,85.4
9,92,Yes,7,2,89.0,97.19999999999999
4,91,No,8,6,80.0,65.6
3,40,No,7,7,21.0,28.5
8,50,Yes,8,6,45.0,61.0
1,97,Yes,9,8,74.0,51.199999999999996
9,82,No,8,7,77.0,83.69999999999999
1,79,Yes,7,7,51.0,41.9
2,61,Yes,5,1,38.0,45.1
8,74,Yes,7,0,69.0,84.4
9,99,Yes,7,5,98.0,96.9
7,90,Yes,5,6,85.0,80.0
3,83,No,4,5,62.0,57.3
7,45,Yes,6,6,38.0,53.0
6,67,Yes,9,7,57.0,59.69999999999999
2,70,Yes,4,1,41.0,50.5
3,94,Yes,7,0,76.0,71.4
5,47,No,4,9,30.0,39.7
4,44,Yes,6,7,28.0,35.9
2,81,No,4,7,56.0,48.1
4,93,No,6,7,77.0,65.3
8,87,Yes,4,9,85.0,78.69999999999999
5,83,Yes,8,6,72.0,65.8
5,56,No,7,1,42.0,57.1
3,77,No,6,3,56.0,56.699999999999996
8,48,No,9,8,43.0,56.8
6,49,Yes,7,7,38.0,48.9
2,59,No,8,3,38.0,40.9
2,53,Yes,4,7,30.0,31.299999999999997
9,53,No,7,9,52.0,63.3
7,65,No,4,5,55.0,66.5
9,68,Yes,4,8,67.0,73.8
6,88,Yes,7,0,78.0,82.8
5,66,No,6,5,51.0,57.099999999999994
1,64,Yes,6,3,39.0,38.9
6,55,Yes,7,2,46.0,60.0
6,75,No,6,4,67.0,69.0
3,73,Yes,5,9,52.0,45.3
3,55,Yes,4,7,36.0,37.5
3,72,No,7,9,54.0,44.699999999999996
3,42,No,9,5,25.0,32.7
7,62,Yes,8,0,53.0,72.19999999999999
2,50,Yes,7,5,28.0,32.5
2,87,Yes,7,6,64.0,53.199999999999996
3,97,No,4,5,77.0,65.69999999999999
7,57,No,8,2,46.0,66.19999999999999
3,86,Yes,4,8,69.0,54.599999999999994
7,80,Yes,9,9,74.0,69.5
9,83,Yes,6,9,85.0,81.3
4,68,No,7,3,49.0,56.3
7,98,No,4,4,89.0,87.8
9,89,Yes,9,4,88.0,92.4
8,44,Yes,9,2,40.0,63.400000000000006
8,63,Yes,5,1,58.0,76.3
9,68,Yes,7,7,63.0,75.3
5,68,No,9,6,57.0,56.8
5,99,Yes,6,4,87.0,78.4
3,65,Yes,4,0,40.0,54.0
5,79,No,4,9,67.0,58.900000000000006
8,42,Yes,5,0,32.0,65.2
5,41,Yes,6,7,27.0,39.099999999999994
4,64,Yes,9,3,47.0,53.9
8,58,Yes,5,3,51.0,70.3
7,79,Yes,9,8,72.0,70.4
6,41,Yes,9,1,31.0,53.099999999999994
5,58,No,7,4,42.0,53.8
5,40,Yes,8,5,28.0,41.5
2,66,No,9,5,45.0,42.1
4,93,No,4,9,75.0,62.3
8,84,No,9,2,81.0,87.4
8,94,No,5,9,88.0,82.9
1,91,Yes,9,5,67.0,52.1
2,88,Yes,4,9,62.0,49.3
5,74,Yes,4,9,59.0,55.900000000000006
9,80,Yes,5,4,75.0,87.0
7,44,No,4,7,30.0,50.9
5,77,No,6,3,62.0,66.69999999999999
1,43,No,6,9,17.0,17.3
6,56,Yes,8,9,47.0,50.1
8,92,No,6,2,87.0,92.19999999999999
7,60,Yes,5,5,51.0,63.5
2,92,No,9,9,72.0,51.69999999999999
5,87,Yes,6,8,76.0,65.19999999999999
4,70,No,8,7,56.0,51.5
9,87,No,7,9,86.0,83.69999999999999
1,61,Yes,7,7,37.0,31.1
6,50,No,5,2,35.0,57.0
3,73,No,8,0,54.0,58.8
9,88,Yes,6,2,83.0,94.8
5,54,No,8,2,40.0,54.4
6,89,No,4,5,78.0,75.9
9,49,No,8,2,47.0,71.4
9,77,No,6,1,68.0,89.69999999999999
8,71,Yes,5,8,67.0,70.6
9,92,Yes,4,5,92.0,92.69999999999999
4,87,No,8,4,67.0,66.19999999999999
6,70,Yes,7,2,59.0,69.0
5,76,No,6,6,61.0,61.599999999999994
5,83,Yes,5,6,69.0,65.8
4,67,No,9,3,53.0,55.699999999999996
2,70,No,6,9,48.0,38.5
6,45,Yes,8,1,32.0,55.5
9,53,No,5,1,47.0,75.3
1,97,No,7,7,71.0,52.699999999999996
7,62,No,4,3,48.0,67.69999999999999
6,55,No,8,6,43.0,54.0
3,64,Yes,5,2,44.0,50.4
1,78,Yes,4,8,53.0,39.8
4,41,Yes,5,9,24.0,31.099999999999994
9,77,Yes,9,8,76.0,79.19999999999999
2,80,No,8,6,58.0,49.0
3,78,No,5,6,59.0,52.8
2,73,No,7,0,51.0,53.8
2,90,No,5,9,68.0,50.5
8,79,Yes,8,7,73.0,76.9
3,82,Yes,5,1,60.0,62.69999999999999
7,64,Yes,4,7,56.0,62.900000000000006
8,75,No,4,1,66.0,83.5
3,55,No,9,0,34.0,48.0
2,96,No,6,7,75.0,57.099999999999994
8,57,No,9,3,53.0,69.69999999999999
3,52,Yes,6,9,31.0,32.7
7,98,Yes,7,5,88.0,86.3
1,76,Yes,4,9,48.0,37.1
6,66,No,6,9,56.0,56.099999999999994
9,73,Yes,5,0,67.0,88.8
3,50,No,7,8,29.0,33.0
7,40,Yes,8,6,30.0,50.0
6,52,Yes,6,4,40.0,55.2
8,69,No,9,5,64.0,73.9
3,44,No,6,2,23.0,38.4
3,57,No,9,8,39.0,37.199999999999996
4,53,Yes,9,1,33.0,50.3
3,52,Yes,4,9,33.0,32.7
9,71,Yes,7,0,68.0,87.6
4,46,Yes,9,0,32.0,47.599999999999994
6,47,No,4,9,33.0,44.7
8,89,Yes,4,1,83.0,91.9
8,46,No,9,5,41.0,60.099999999999994
5,91,Yes,7,5,76.0,72.1
5,88,No,5,8,76.0,65.8
6,55,No,6,9,45.0,49.5
7,82,Yes,4,3,72.0,79.69999999999999
7,70,Yes,6,7,60.0,66.5
4,90,No,7,3,75.0,69.5
6,66,Yes,5,2,55.0,66.6
7,99,No,8,3,91.0,89.9
5,72,Yes,5,0,56.0,68.19999999999999
5,92,Yes,7,8,77.0,68.19999999999999
2,68,Yes,5,4,47.0,44.8
7,47,Yes,8,6,37.0,54.2
6,72,Yes,4,2,61.0,70.19999999999999
1,80,No,5,4,58.0,47.0
4,58,Yes,9,9,42.0,41.3
3,60,No,9,3,40.0,46.5
3,80,No,7,6,59.0,54.0
7,60,No,5,4,53.0,65.0
4,64,Yes,8,1,47.0,56.9
8,81,No,7,2,72.0,85.6
9,95,No,5,7,90.0,91.5
3,62,No,7,2,43.0,49.199999999999996
5,50,No,9,6,35.0,46.0
4,72,No,8,4,52.0,57.199999999999996
6,59,No,4,6,47.0,56.400000000000006
4,64,Yes,8,9,50.0,44.9
8,65,No,4,8,57.0,67.0
3,79,No,6,6,58.0,53.4
5,91,Yes,9,5,78.0,72.1
1,51,No,9,0,25.0,35.599999999999994
6,71,Yes,9,3,64.0,68.1
5,72,Yes,8,7,61.0,57.69999999999999
8,49,No,4,0,42.0,69.4
9,43,No,6,5,39.0,63.3
8,54,Yes,6,1,46.0,70.9
8,90,Yes,6,8,88.0,82.0
3,45,Yes,7,7,26.0,31.5
4,66,Yes,8,8,49.0,47.6
4,44,No,8,8,34.0,34.4
5,44,Yes,9,1,31.0,49.9
9,57,Yes,8,1,52.0,77.69999999999999
9,67,Yes,8,8,68.0,73.19999999999999
1,74,No,7,1,50.0,47.9
8,98,Yes,8,3,93.0,94.3
1,61,Yes,4,1,32.0,40.1
2,73,No,6,0,48.0,53.8
7,43,No,7,9,36.0,47.3
8,57,Yes,7,6,54.0,65.19999999999999
1,80,Yes,9,4,55.0,47.0
3,90,Yes,8,2,74.0,66.0
7,65,No,6,7,53.0,63.5
9,81,No,4,4,76.0,87.6
8,61,Yes,6,0,54.0,76.6
8,86,Yes,5,8,80.0,79.6
9,72,Yes,6,4,68.0,82.19999999999999
3,82,No,4,2,63.0,61.19999999999999
8,53,Yes,4,5,46.0,64.3
1,70,Yes,4,7,45.0,36.5
8,49,No,7,1,43.0,67.9
7,90,Yes,7,2,83.0,86.0
8,63,No,5,6,56.0,68.8
1,60,No,6,1,29.0,39.5
6,87,Yes,8,4,79.0,76.19999999999999
7,47,No,9,8,40.0,51.2
5,71,No,5,6,55.0,58.599999999999994
5,70,Yes,8,2,55.0,64.0
7,73,No,8,1,65.0,77.3
3,62,No,5,9,41.0,38.699999999999996
6,64,Yes,6,8,53.0,56.400000000000006
7,46,Yes,9,8,41.0,50.599999999999994
1,58,Yes,8,8,34.0,27.799999999999997
2,46,Yes,7,9,23.0,24.099999999999994
4,86,Yes,7,2,70.0,68.6
8,47,No,5,0,38.0,68.2
6,53,No,9,8,45.0,49.8
1,40,No,9,6,14.0,20.0
5,52,No,8,1,37.0,54.7
7,42,No,5,5,33.0,52.7
6,92,Yes,9,8,81.0,73.19999999999999
9,67,Yes,9,7,68.0,74.69999999999999
8,77,Yes,7,5,76.0,78.69999999999999
4,90,Yes,5,5,74.0,66.5
5,54,No,8,7,41.0,46.9
7,75,Yes,8,8,70.0,68.0
8,92,Yes,7,7,89.0,84.69999999999999
5,42,No,4,0,25.0,50.2
9,43,No,4,1,36.0,69.3
4,44,Yes,9,5,27.0,38.9
4,89,No,6,7,71.0,62.900000000000006
8,65,No,7,3,56.0,74.5
1,64,Yes,6,3,41.0,38.9
8,49,No,9,1,41.0,67.9
5,47,Yes,7,9,34.0,39.7
1,51,No,8,0,23.0,35.599999999999994
4,93,No,7,9,78.0,62.3
2,97,No,5,8,76.0,56.19999999999999
4,98,No,6,6,78.0,69.8
8,42,Yes,7,8,38.0,53.2
5,66,No,6,1,48.0,63.099999999999994
1,89,Yes,9,9,65.0,44.9
7,62,Yes,7,4,59.0,66.19999999999999
1,79,No,4,1,52.0,50.9
9,97,No,6,9,97.0,89.69999999999999
3,72,Yes,8,6,54.0,49.199999999999996
3,53,No,8,8,34.0,34.8
6,93,No,7,2,80.0,82.8
6,62,Yes,8,0,54.0,67.19999999999999
6,70,No,8,3,63.0,67.5
1,52,Yes,6,3,26.0,31.700000000000003
5,96,No,7,5,85.0,75.1
6,51,No,6,4,40.0,54.599999999999994
8,74,No,7,4,68.0,78.4
1,57,No,8,8,32.0,27.199999999999996
5,60,No,7,0,44.0,61.0
3,84,No,9,7,70.0,54.900000000000006
2,86,Yes,7,7,66.0,51.1
8,81,Yes,5,7,76.0,78.1
7,40,No,7,2,29.0,56.0
7,77,No,5,9,70.0,67.69999999999999
5,80,Yes,6,7,64.0,62.5
9,81,Yes,5,1,76.0,92.1
5,86,Yes,6,7,72.0,66.1
2,48,No,7,7,24.0,28.299999999999997
3,62,No,6,2,40.0,49.199999999999996
4,53,No,8,3,37.0,47.3
5,50,Yes,9,8,42.0,43.0
3,46,Yes,7,8,28.0,30.599999999999994
7,70,No,5,9,61.0,63.5
5,63,Yes,9,8,53.0,50.8
5,65,No,4,9,50.0,50.5
6,69,No,9,5,55.0,63.900000000000006
7,73,Yes,7,0,67.0,78.8
8,85,No,9,7,79.0,80.5
9,77,Yes,9,8,77.0,79.19999999999999
4,44,Yes,8,7,26.0,35.9
5,44,No,6,0,26.0,51.4
5,58,No,9,5,44.0,52.3
8,90,Yes,5,8,80.0,82.0
9,77,No,5,8,73.0,79.19999999999999
7,67,Yes,8,6,61.0,66.19999999999999
5,65,No,9,6,53.0,55.0
3,81,Yes,9,3,59.0,59.1
1,62,Yes,8,6,40.0,33.199999999999996
9,85,No,7,9,88.0,82.5
5,88,No,4,4,76.0,71.8
9,69,Yes,4,9,65.0,72.9
4,42,Yes,6,4,23.0,39.2
5,67,Yes,5,0,50.0,65.19999999999999
4,72,Yes,7,1,59.0,61.699999999999996
2,81,No,5,8,57.0,46.6
1,42,No,7,1,14.0,28.7
8,44,No,8,9,41.0,52.900000000000006
4,96,Yes,6,1,81.0,76.1
5,58,No,8,8,47.0,47.8
6,81,Yes,5,2,67.0,75.6
8,97,Yes,6,1,92.0,96.69999999999999
8,96,No,9,6,95.0,88.6
7,87,No,7,8,79.0,75.19999999999999
4,40,Yes,7,5,24.0,36.5
6,77,Yes,6,6,67.0,67.19999999999999
4,48,No,8,2,30.0,45.8
7,99,Yes,6,2,91.0,91.4
1,44,No,8,7,21.0,20.9
5,98,No,6,6,87.0,74.8
4,85,Yes,8,4,69.0,65.0
7,81,Yes,4,5,72.0,76.1
9,73,Yes,6,8,70.0,76.8
5,76,Yes,8,2,66.0,67.6
4,72,Yes,9,2,55.0,60.199999999999996
9,64,No,5,5,60.0,75.9
5,81,No,5,7,67.0,63.099999999999994
9,68,No,6,4,65.0,79.8
8,97,No,6,0,87.0,98.19999999999999
4,64,Yes,7,2,48.0,55.4
7,93,No,8,7,87.0,80.3
5,98,Yes,6,3,84.0,79.3
4,48,Yes,5,8,32.0,36.8
5,42,Yes,5,5,27.0,42.7
5,54,Yes,5,9,37.0,43.9
9,43,Yes,8,3,43.0,66.3
9,84,No,4,3,77.0,90.9
6,77,Yes,6,9,65.0,62.69999999999999
4,59,Yes,4,4,43.0,49.4
2,88,No,8,6,64.0,53.8
3,62,No,9,6,43.0,43.199999999999996
2,76,No,6,9,57.0,42.1
5,86,Yes,7,6,73.0,67.6
6,47,Yes,6,4,32.0,52.2
5,96,Yes,6,8,85.0,70.6
2,76,Yes,6,1,54.0,54.1
5,95,No,6,7,81.0,71.5
9,84,No,9,9,79.0,81.9
4,72,No,6,7,58.0,52.699999999999996
2,72,No,8,2,53.0,50.199999999999996
3,46,No,6,4,25.0,36.599999999999994
3,61,No,9,7,41.0,41.1
9,44,Yes,8,9,44.0,57.900000000000006
4,85,Yes,6,8,70.0,59.0
1,54,No,6,6,29.0,28.4
1,60,No,8,3,34.0,36.5
7,64,No,6,3,56.0,68.9
7,56,No,9,2,49.0,65.6
2,95,Yes,5,7,78.0,56.5
9,89,Yes,6,5,88.0,90.9
9,46,Yes,7,9,45.0,59.099999999999994
5,93,No,8,5,77.0,73.3
3,97,No,9,9,76.0,59.69999999999999
3,89,No,6,9,70.0,54.900000000000006
3,99,Yes,6,8,80.0,62.400000000000006
6,58,Yes,8,2,45.0,61.8
4,91,Yes,4,3,71.0,70.1
8,46,No,9,2,42.0,64.6
5,79,Yes,9,2,65.0,69.4
1,84,Yes,5,0,56.0,55.4
9,98,No,5,9,93.0,90.3
1,89,Yes,6,5,62.0,50.9
6,63,No,8,8,52.0,55.8
1,50,No,7,4,24.0,29.0
